mech_smi,rxn_idx,step_idx_retro,source,source_db,split
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.CC1=CC=CC=C1B(O)O.COC1=C[C]([Pd-2:3]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[I:4])=CC=C1C(=O)N1CC2=CC=CN2CC2=CC=CC=C21.O=C([O-])[O-:1].[Na+:2].[Na+]|(1, 3);((3, 4), 2)",1,3,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.CC1=CC=CC=[C:2]1[B:1](O)O.COC1=C[C]([Pd-2:3]([O]C(=O)[O-])([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=CC=C1C(=O)N1CC2=CC=CN2CC2=CC=CC=C21.[Na+].[Na][I]|(3, 2);((2, 1), 3)",1,2,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC1=C[C]([Pd-2:2]([C]2=CC=CC=C2C)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([B:1](O)O)[O:3]C(=O)[O-])=CC=C1C(=O)N1CC2=CC=CN2CC2=CC=CC=C21.[Na+].[Na][I]|((2, 3), 1);((1, 2), 2)",1,1,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC1=C[C:1]([Pd-2:2]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[C:3]2=CC=CC=C2C)=CC=C1C(=O)N1CC2=CC=CN2CC2=CC=CC=C21.O=C([O-])OB(O)O.[Na+].[Na][I]|((2, 3), 1);((1, 2), 2)",1,0,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1COCCO1.CCC1=CC(OCOCC[Si](C)(C)C)=C(F)C=C1B1OC(C)(C)C(C)(C)O1.N#CC1=NN(C2CCCCO2)C2=C1C=CC(Br)=C2.O.O=P([O-])([O-])[O-].[K+].[K+].[K+].[Pd:1]|(2, 1)",2,6,reaction_6,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-:2])C=C1.C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1COCCO1.CCC1=CC(OCOCC[Si](C)(C)C)=C(F)C=C1B1OC(C)(C)C(C)(C)O1.N#CC1=NN(C2CCCCO2)C2=CC(Br)=CC=C21.O.O=P([O-])([O-])[O-].[K+].[K+].[K+]|(1, 2)",2,5,reaction_6,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-2:2][P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1COCCO1.CCC1=CC(OCOCC[Si](C)(C)C)=C(F)C=C1B1OC(C)(C)C(C)(C)O1.N#CC1=NN(C2CCCCO2)C2=C[C:1]([Br:3])=CC=C21.O.O=P([O-])([O-])[O-].[K+].[K+].[K+]|(2, 1);((1, 3), 2)",2,4,reaction_6,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1COCCO1.CCC1=CC(OCOCC[Si](C)(C)C)=C(F)C=C1B1OC(C)(C)C(C)(C)O1.N#CC1=NN(C2CCCCO2)C2=C[C]([Pd-2:3]([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[Br:4])=CC=C21.O.O=P([O-])([O-])[O-:2].[K+:1].[K+].[K+]|(2, 3);((3, 4), 1)",2,3,reaction_6,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1COCCO1.CCC1=CC(OCOCC[Si](C)(C)C)=C(F)C=[C:1]1[B:3]1OC(C)(C)C(C)(C)O1.N#CC1=NN(C2CCCCO2)C2=C[C]([Pd-2:2]([O]P(=O)([O-])[O-])([P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)[P+](C3=CC=CC=C3)(C3=CC=CC=C3)C3=CC=CC=C3)=CC=C21.O.[K+].[K+].[K][Br]|(2, 1);((1, 3), 2)",2,2,reaction_6,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1COCCO1.CCC1=CC(OCOCC[Si](C)(C)C)=C(F)C=[C]1[Pd-2:3]([C]1=CC=C2C(=C1)N(C1CCCCO1)N=C2C#N)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([O:1]P(=O)([O-])[O-])[B:2]1OC(C)(C)C(C)(C)O1.O.[K+].[K+].[K][Br]|((3, 1), 2);((2, 3), 3)",2,1,reaction_6,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1COCCO1.CC1(C)OB(OP(=O)([O-])[O-])OC1(C)C.CCC1=CC(OCOCC[Si](C)(C)C)=C(F)C=[C:1]1[Pd-2:2]([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[C:3]1=CC=C2C(=C1)N(C1CCCCO1)N=C2C#N.O.[K+].[K+].[K][Br]|((2, 3), 1);((1, 2), 2)",2,0,reaction_6,USPTO_suzuki,train
"BrC1=NNC2=CC=CC=C12.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=CC=C(B(O)O)C=C1.COCCOC.O=C([O-])[O-].[Na+].[Na+].[Pd:2]|(1, 2)",3,6,reaction_5,USPTO_suzuki,train
"BrC1=NNC2=CC=CC=C21.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-:1])C=C1.C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=CC=C(B(O)O)C=C1.COCCOC.O=C([O-])[O-].[Na+].[Na+]|(2, 1)",3,5,reaction_5,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-2:3][P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C2C(=C1)NN=[C:2]2[Br:1].COC1=CC=C(B(O)O)C=C1.COCCOC.O=C([O-])[O-].[Na+].[Na+]|(3, 2);((2, 1), 3)",3,4,reaction_5,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-2:3]([C]2=NNC3=CC=CC=C32)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[Br:2])C=C1.COC1=CC=C(B(O)O)C=C1.COCCOC.O=C([O-])[O-:1].[Na+:4].[Na+]|(1, 3);((3, 2), 4)",3,3,reaction_5,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=CC=[C:3]([B:2](O)O)C=C1.COCCOC.O=C([O-])[O][Pd-2:1]([C]1=NNC2=CC=CC=C21)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.[Na+].[Na][Br]|(1, 3);((3, 2), 1)",3,2,reaction_5,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=CC=[C]([Pd-2:2]([C]2=NNC3=CC=CC=C32)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([B:1](O)O)[O:3]C(=O)[O-])C=C1.COCCOC.[Na+].[Na][Br]|((2, 3), 1);((1, 2), 2)",3,1,reaction_5,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC1=CC=[C:1]([Pd-2:2]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[C:3]2=NNC3=CC=CC=C32)C=C1.COCCOC.O=C([O-])OB(O)O.[Na+].[Na][Br]|((2, 3), 1);((1, 2), 2)",3,0,reaction_5,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CN(C)C=O.COC1=CC(I)=C(Cl)C=C1C(=O)O.Cl.O=C([O-])[O-].OB(O)C1=CC=CC=C1F.[K+].[K+].[Pd:1]|(2, 1)",4,6,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-:2])C=C1.C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CN(C)C=O.COC1=CC(I)=C(Cl)C=C1C(=O)O.Cl.O=C([O-])[O-].OB(O)C1=CC=CC=C1F.[K+].[K+]|(1, 2)",4,5,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-2:2][P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CN(C)C=O.COC1=C[C:3]([I:1])=C(Cl)C=C1C(=O)O.Cl.O=C([O-])[O-].OB(O)C1=CC=CC=C1F.[K+].[K+]|(2, 3);((3, 1), 2)",4,4,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CN(C)C=O.COC1=C[C]([Pd-2:1]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[I:2])=C(Cl)C=C1C(=O)O.Cl.O=C([O-])[O-:3].OB(O)C1=CC=CC=C1F.[K+:4].[K+]|(3, 1);((1, 2), 4)",4,3,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CN(C)C=O.COC1=C[C]([Pd-2:1]([O]C(=O)[O-])([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)=C(Cl)C=C1C(=O)O.Cl.O[B:2](O)[C:3]1=CC=CC=C1F.[K+].[K][I]|(1, 3);((3, 2), 1)",4,2,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CN(C)C=O.COC1=C[C]([Pd-2:1]([C]2=CC=CC=C2F)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([O:2]C(=O)[O-])[B:3](O)O)=C(Cl)C=C1C(=O)O.Cl.[K+].[K][I]|((1, 2), 3);((3, 1), 1)",4,1,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CN(C)C=O.COC1=C[C:1]([Pd-2:2]([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)([P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)[C:3]2=CC=CC=C2F)=C(Cl)C=C1C(=O)O.Cl.O=C([O-])OB(O)O.[K+].[K][I]|((2, 3), 1);((1, 2), 2)",4,0,reaction_22,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC(=O)C1=CC=CN=C1Br.O=C([O-])[O-].OB(O)C1=CC=C(Cl)C=C1.[K+].[K+].[Pd:2]|(1, 2)",5,6,reaction_7,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-:2])C=C1.C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC(=O)C1=CC=CN=C1Br.O=C([O-])[O-].OB(O)C1=CC=C(Cl)C=C1.[K+].[K+]|(1, 2)",5,5,reaction_7,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-2:1][P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC(=O)C1=CC=CN=[C:2]1[Br:3].O=C([O-])[O-].OB(O)C1=CC=C(Cl)C=C1.[K+].[K+]|(1, 2);((2, 3), 1)",5,4,reaction_7,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC(=O)C1=CC=CN=[C]1[Pd-2:1]([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[Br:2].O=C([O-])[O-:3].OB(O)C1=CC=C(Cl)C=C1.[K+:4].[K+]|(3, 1);((1, 2), 4)",5,3,reaction_7,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC(=O)C1=CC=CN=[C]1[Pd-2:1]([O]C(=O)[O-])([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.O[B:2](O)[C:3]1=CC=C(Cl)C=C1.[K+].[K][Br]|(1, 3);((3, 2), 1)",5,2,reaction_7,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC(=O)C1=CC=CN=[C]1[Pd-2:1]([C]1=CC=C(Cl)C=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([O:2]C(=O)[O-])[B:3](O)O.[K+].[K][Br]|((1, 2), 3);((3, 1), 1)",5,1,reaction_7,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COC(=O)C1=CC=CN=[C:3]1[Pd-2:1]([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P+](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[C:2]1=CC=C(Cl)C=C1.O=C([O-])OB(O)O.[K+].[K][Br]|((1, 3), 2);((2, 1), 1)",5,0,reaction_7,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COCCN1C(C2=CC=C(C(C)C)C=C2)=NC2=C(Br)C=CC(OC)=C21.O.O=C([O-])[O-].OB(O)C1=CC=CC=C1.[Na+].[Na+].[Pd:2]|(1, 2)",6,6,reaction_49,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-:1])C=C1.C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COCCN1C(C2=CC=C(C(C)C)C=C2)=NC2=C(Br)C=CC(OC)=C21.O.O=C([O-])[O-].OB(O)C1=CC=CC=C1.[Na+].[Na+]|(2, 1)",6,5,reaction_49,USPTO_suzuki,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.C1=CC=C([P+](C2=CC=CC=C2)(C2=CC=CC=C2)[Pd-2:1][P+](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1=CC=CC=C1.COCCN1C(C2=CC=C(C(C)C)C=C2)=NC2=[C:2]([Br:3])C=CC(OC)=C21.O.O=C([O-])[O-].OB(O)C1=CC=CC=C1.[Na+].[Na+]|(1, 2);((2, 3), 1)",6,4,reaction_49,USPTO_suzuki,train
