mech_smi,rxn_idx,step_idx_retro,source,source_db,split
"CO.CSC.ClCCl.OCC1C[C:5](=[O+:4][O-:3])C1CO.[CH2:1]=[O:2]|(3, 1);((1, 2), 5);((5, 4), 4)",5,2,reaction_39,USPTO_ozonolysis,train
"CO.C[S:3]C.ClCCl.OCC1CC2(OC[O:1][O:2]2)C1CO|(3, 1);((1, 2), 2)",5,1,reaction_39,USPTO_ozonolysis,train
"CO.C[S+:1](C)[O:2][CH2:3][O:4][C:5]1([O-:6])CC(CO)C1CO.ClCCl|(6, 5);((5, 4), 3);((3, 2), 1)",5,0,reaction_39,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCC(C[CH:1]=[CH2:2])C(=O)N2C(=O)OCC2CC2=CC=CC=C2)OCCO1.ClCCl.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",6,4,reaction_42,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCC(C[CH:1]2[CH2:2][O:3][O:4][O:5]2)C(=O)N2C(=O)OCC2CC2=CC=CC=C2)OCCO1.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",6,3,reaction_42,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCC(C[CH:3]=[O+:4][O-:5])C(=O)N2C(=O)OCC2CC2=CC=CC=C2)OCCO1.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",6,2,reaction_42,USPTO_ozonolysis,train
"C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCC(CC2OC[O:1][O:3]2)C(=O)N2C(=O)OCC2CC2=CC=CC=C2)OCCO1.ClCCl|(2, 1);((1, 3), 3)",6,1,reaction_42,USPTO_ozonolysis,train
"CC1(CCC(C[CH:1]([O-:2])[O:3][CH2:4][O:5][P+:6](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(=O)N2C(=O)OCC2CC2=CC=CC=C2)OCCO1.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",6,0,reaction_42,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(CC[CH:1]=[CH2:2])C(=O)N2CCOC2=O)OCCO1.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",7,4,reaction_10,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(CC[CH:2]2[O:1][O:5][O:4][CH2:3]2)C(=O)N2CCOC2=O)OCCO1.ClCCl|(1, 2);((2, 3), 4);((4, 5), 5)",7,3,reaction_10,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(CC[CH:4]=[O+:5][O-:1])C(=O)N2CCOC2=O)OCCO1.ClCCl.[CH2:2]=[O:3]|(1, 2);((2, 3), 4);((4, 5), 5)",7,2,reaction_10,USPTO_ozonolysis,train
"C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC1(CCCC(CCC2OC[O:3][O:1]2)C(=O)N2CCOC2=O)OCCO1.ClCCl|(2, 3);((3, 1), 1)",7,1,reaction_10,USPTO_ozonolysis,train
"CC1(CCCC(CC[CH:1]([O-:2])[O:3][CH2:4][O:5][P+:6](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)C(=O)N2CCOC2=O)OCCO1.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",7,0,reaction_10,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CCC(C[CH:1]=[CH2:2])(C(=O)OC)C(C)C.ClCCl.[O-:3][O+:4]=[O:5].[O-]OO|(3, 2);((2, 1), 5);((5, 4), 4)",8,4,reaction_37,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CCC(C[CH:1]1[CH2:2][O:3][O:4][O:5]1)(C(=O)OC)C(C)C.ClCCl.[O-]OO|(5, 1);((1, 2), 3);((3, 4), 4)",8,3,reaction_37,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CCC(C[CH:3]=[O+:4][O-:5])(C(=O)OC)C(C)C.ClCCl.[CH2:1]=[O:2].[O-]OO|(5, 1);((1, 2), 3);((3, 4), 4)",8,2,reaction_37,USPTO_ozonolysis,train
"C1=CC=C([P:3](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CCC(CC1OC[O:1][O:2]1)(C(=O)OC)C(C)C.ClCCl.[O-]OO|(3, 1);((1, 2), 2)",8,1,reaction_37,USPTO_ozonolysis,train
"CCC(C[CH:1]([O-:2])[O:3][CH2:4][O:5][P+:6](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)(C(=O)OC)C(C)C.ClCCl.[O-]OO|(2, 1);((1, 3), 4);((4, 5), 6)",8,0,reaction_37,USPTO_ozonolysis,train
"CCOC(C)=O.CSC.O.O.O=C1N(C2=CC=CC=C2)C[C:2]1=[CH2:1].[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",9,4,reaction_45,USPTO_ozonolysis,train
"CCOC(C)=O.CSC.O.O.O=C1N(C2=CC=CC=C2)C[C:1]12[CH2:2][O:3][O:4][O:5]2|(5, 1);((1, 2), 3);((3, 4), 4)",9,3,reaction_45,USPTO_ozonolysis,train
"CCOC(C)=O.CSC.O.O.O=C1N(C2=CC=CC=C2)C[C:3]1=[O+:4][O-:5].[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",9,2,reaction_45,USPTO_ozonolysis,train
"CCOC(C)=O.C[S:1]C.O.O.O=C1N(C2=CC=CC=C2)CC12OC[O:2][O:3]2|(1, 2);((2, 3), 3)",9,1,reaction_45,USPTO_ozonolysis,train
"CCOC(C)=O.C[S+:1](C)[O:2][CH2:3][O:4][C:5]1([O-:6])CN(C2=CC=CC=C2)C1=O.O.O|(6, 5);((5, 4), 3);((3, 2), 1)",9,0,reaction_45,USPTO_ozonolysis,train
"CCOC(C)=O.CSC.N#CC1=NC2=CC(C[CH:2]=[CH2:1])=CC=C2C(C2=CC=CC=C2)=C1.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",10,4,reaction_52,USPTO_ozonolysis,train
"CCOC(C)=O.CSC.N#CC1=CC(C2=CC=CC=C2)=C2C=CC(C[CH:1]3[CH2:2][O:3][O:4][O:5]3)=CC2=N1|(5, 1);((1, 2), 3);((3, 4), 4)",10,3,reaction_52,USPTO_ozonolysis,train
"CCOC(C)=O.CSC.N#CC1=CC(C2=CC=CC=C2)=C2C=CC(C[CH:3]=[O+:4][O-:5])=CC2=N1.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",10,2,reaction_52,USPTO_ozonolysis,train
"CCOC(C)=O.C[S:1]C.N#CC1=CC(C2=CC=CC=C2)=C2C=CC(CC3OC[O:2][O:3]3)=CC2=N1|(1, 3);((3, 2), 2)",10,1,reaction_52,USPTO_ozonolysis,train
"CCOC(C)=O.C[S+:3](C)[O:4][CH:5](CC1=CC=C2C(=C1)N=C(C#N)C=C2C1=CC=CC=C1)[O:6][CH2:1][O-:2]|(2, 1);((1, 6), 5);((5, 4), 3)",10,0,reaction_52,USPTO_ozonolysis,train
"CO.CSC.ClCCl.O=C(O)C1=CC=NC([CH:2]=[CH2:1])=C1.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",11,4,reaction_21,USPTO_ozonolysis,train
"CO.CSC.ClCCl.O=C(O)C1=CC=NC([CH:1]2[CH2:2][O:3][O:4][O:5]2)=C1|(5, 1);((1, 2), 3);((3, 4), 4)",11,3,reaction_21,USPTO_ozonolysis,train
"CO.CSC.ClCCl.O=C(O)C1=CC=NC([CH:3]=[O+:4][O-:5])=C1.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",11,2,reaction_21,USPTO_ozonolysis,train
"CO.C[S:2]C.ClCCl.O=C(O)C1=CC=NC(C2OC[O:1][O:3]2)=C1|(2, 3);((3, 1), 1)",11,1,reaction_21,USPTO_ozonolysis,train
"CO.C[S+:1](C)[O:2][CH:3](C1=CC(C(=O)O)=CC=N1)[O:4][CH2:5][O-:6].ClCCl|(6, 5);((5, 4), 3);((3, 2), 1)",11,0,reaction_21,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(C)(C[CH:1]=[CH2:2])C(C)(C)C.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",12,4,reaction_33,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(C)(C[CH:1]1[CH2:2][O:3][O:4][O:5]1)C(C)(C)C.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",12,3,reaction_33,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(C)(C[CH:3]=[O+:4][O-:5])C(C)(C)C.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",12,2,reaction_33,USPTO_ozonolysis,train
"C1=CC=C([P:1](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(=O)C(C)(CC1OC[O:2][O:3]1)C(C)(C)C.ClCCl|(1, 3);((3, 2), 2)",12,1,reaction_33,USPTO_ozonolysis,train
"COC(=O)C(C)(C[CH:1]([O:2][CH2:3][O-:4])[O:5][P+:6](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C.ClCCl|(4, 3);((3, 2), 1);((1, 5), 6)",12,0,reaction_33,USPTO_ozonolysis,train
"CC(C)(COS(=O)(=O)CCCCl)C(OCC1=CC=CC=C1)[CH:1]=[CH2:2].CCO.CSC.ClCCl.O.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",13,4,reaction_7,USPTO_ozonolysis,train
"CC(C)(COS(=O)(=O)CCCCl)C(OCC1=CC=CC=C1)[CH:1]1[CH2:2][O:3][O:4][O:5]1.CCO.CSC.ClCCl.O|(5, 1);((1, 2), 3);((3, 4), 4)",13,3,reaction_7,USPTO_ozonolysis,train
"CC(C)(COS(=O)(=O)CCCCl)C(OCC1=CC=CC=C1)[CH:3]=[O+:4][O-:5].CCO.CSC.ClCCl.O.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",13,2,reaction_7,USPTO_ozonolysis,train
"CC(C)(COS(=O)(=O)CCCCl)C(OCC1=CC=CC=C1)C1OC[O:1][O:2]1.CCO.C[S:3]C.ClCCl.O|(3, 1);((1, 2), 2)",13,1,reaction_7,USPTO_ozonolysis,train
"CC(C)(COS(=O)(=O)CCCCl)C(OCC1=CC=CC=C1)[CH:5]([O:4][CH2:3][O:2][S+:1](C)C)[O-:6].CCO.ClCCl.O|(6, 5);((5, 4), 3);((3, 2), 1)",13,0,reaction_7,USPTO_ozonolysis,train
"COC1=CC=CC=C1[C:1](C(=O)O)=[CH2:2].CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",14,4,reaction_9,USPTO_ozonolysis,train
"COC1=CC=CC=C1[C:1]1(C(=O)O)[CH2:2][O:3][O:4][O:5]1.CSC.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",14,3,reaction_9,USPTO_ozonolysis,train
"COC1=CC=CC=C1[C:3](C(=O)O)=[O+:4][O-:5].CSC.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",14,2,reaction_9,USPTO_ozonolysis,train
"COC1=CC=CC=C1C1(C(=O)O)OC[O:3][O:1]1.C[S:2]C.ClCCl|(2, 3);((3, 1), 1)",14,1,reaction_9,USPTO_ozonolysis,train
"COC1=CC=CC=C1[C:1](C(=O)O)([O-:2])[O:3][CH2:4][O:5][S+:6](C)C.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",14,0,reaction_9,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(C(C)COC(=O)C(C)(C)C)C(C)C(OC)[CH:2]=[CH:1]C.ClCCl.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",15,4,reaction_15,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(C(C)COC(=O)C(C)(C)C)C(C)C(OC)[CH:1]1[O:2][O:3][O:4][CH:5]1C.ClCCl|(2, 1);((1, 5), 4);((4, 3), 3)",15,3,reaction_15,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(C(C)COC(=O)C(C)(C)C)C(C)C(OC)[CH:3]=[O+:4][O-:5].C[CH:1]=[O:2].ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",15,2,reaction_15,USPTO_ozonolysis,train
"C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.COC(C(C)COC(=O)C(C)(C)C)C(C)C(OC)C1OC(C)[O:1][O:3]1.ClCCl|(2, 1);((1, 3), 3)",15,1,reaction_15,USPTO_ozonolysis,train
"COC(C(C)COC(=O)C(C)(C)C)C(C)C(OC)[CH:1]([O-:2])[O:3][CH:4](C)[O:5][P+:6](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1.ClCCl|(2, 1);((1, 3), 4);((4, 5), 6)",15,0,reaction_15,USPTO_ozonolysis,train
"CC1(C)C2CC1[C:1](=[CH2:2])CC2=O.CO.CSC.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",16,4,reaction_37,USPTO_ozonolysis,train
"CC1(C)C2CC1[C:1]1(CC2=O)[CH2:2][O:3][O:4][O:5]1.CO.CSC|(5, 1);((1, 2), 3);((3, 4), 4)",16,3,reaction_37,USPTO_ozonolysis,train
"CC1(C)C2CC1[C:3](=[O+:4][O-:5])CC2=O.CO.CSC.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",16,2,reaction_37,USPTO_ozonolysis,train
"CC1(C)C2CC1C1(CC2=O)OC[O:2][O:3]1.CO.C[S:1]C|(1, 2);((2, 3), 3)",16,1,reaction_37,USPTO_ozonolysis,train
"CC1(C)C2CC1[C:5]([O:4][CH2:3][O:2][S+:1](C)C)([O-:6])CC2=O.CO|(6, 5);((5, 4), 3);((3, 2), 1)",16,0,reaction_37,USPTO_ozonolysis,train
"CO.COC(C)(C)CC[CH:2]=[C:1](C)C.CSC.ClCCl.O.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",17,4,reaction_49,USPTO_ozonolysis,train
"CO.COC(C)(C)CC[CH:1]1[O:2][O:3][O:4][C:5]1(C)C.CSC.ClCCl.O|(2, 1);((1, 5), 4);((4, 3), 3)",17,3,reaction_49,USPTO_ozonolysis,train
"CO.COC(C)(C)CC[CH:3]=[O+:4][O-:5].CSC.C[C:1](C)=[O:2].ClCCl.O|(5, 1);((1, 2), 3);((3, 4), 4)",17,2,reaction_49,USPTO_ozonolysis,train
"CO.COC(C)(C)CCC1OC(C)(C)[O:3][O:2]1.C[S:1]C.ClCCl.O|(1, 3);((3, 2), 2)",17,1,reaction_49,USPTO_ozonolysis,train
"CO.COC(C)(C)CC[CH:1]([O-:2])[O:3][C:4](C)(C)[O:5][S+:6](C)C.ClCCl.O|(2, 1);((1, 3), 4);((4, 5), 6)",17,0,reaction_49,USPTO_ozonolysis,train
"CCOC(=O)C1=CC=CC2=C1N(C[CH:1]=[CH2:2])S(=O)(=O)N(C(C)C)C2.CSC.ClCCl.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",18,4,reaction_12,USPTO_ozonolysis,train
"CCOC(=O)C1=CC=CC2=C1N(C[CH:1]1[CH2:2][O:3][O:4][O:5]1)S(=O)(=O)N(C(C)C)C2.CSC.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",18,3,reaction_12,USPTO_ozonolysis,train
"CCOC(=O)C1=CC=CC2=C1N(C[CH:3]=[O+:4][O-:5])S(=O)(=O)N(C(C)C)C2.CSC.ClCCl.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",18,2,reaction_12,USPTO_ozonolysis,train
"CCOC(=O)C1=CC=CC2=C1N(CC1OC[O:1][O:2]1)S(=O)(=O)N(C(C)C)C2.C[S:3]C.ClCCl|(3, 2);((2, 1), 1)",18,1,reaction_12,USPTO_ozonolysis,train
"CCOC(=O)C1=CC=CC2=C1N(C[CH:1]([O:2][CH2:3][O-:4])[O:5][S+:6](C)C)S(=O)(=O)N(C(C)C)C2.ClCCl|(4, 3);((3, 2), 1);((1, 5), 6)",18,0,reaction_12,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C1=CC=C(F)C=C1)N1CCC(C[CH:1]=[CH2:2])(C2=CC=C(F)C=C2)OC1=O.ClCCl.[O-:3][O+:4]=[O:5]|(3, 2);((2, 1), 5);((5, 4), 4)",19,4,reaction_0,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C1=CC=C(F)C=C1)N1CCC(C[CH:1]2[CH2:2][O:3][O:4][O:5]2)(C2=CC=C(F)C=C2)OC1=O.ClCCl|(5, 1);((1, 2), 3);((3, 4), 4)",19,3,reaction_0,USPTO_ozonolysis,train
"C1=CC=C(P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C1=CC=C(F)C=C1)N1CCC(C[CH:1]=[O+:2][O-:3])(C2=CC=C(F)C=C2)OC1=O.ClCCl.[CH2:4]=[O:5]|(3, 4);((4, 5), 1);((1, 2), 2)",19,2,reaction_0,USPTO_ozonolysis,train
"C1=CC=C([P:2](C2=CC=CC=C2)C2=CC=CC=C2)C=C1.CC(C1=CC=C(F)C=C1)N1CCC(CC2OC[O:1][O:3]2)(C2=CC=C(F)C=C2)OC1=O.ClCCl|(2, 3);((3, 1), 1)",19,1,reaction_0,USPTO_ozonolysis,train
"CC(C1=CC=C(F)C=C1)N1CCC(C[CH:1]([O:2][CH2:3][O-:4])[O:5][P+:6](C2=CC=CC=C2)(C2=CC=CC=C2)C2=CC=CC=C2)(C2=CC=C(F)C=C2)OC1=O.ClCCl|(4, 3);((3, 2), 1);((1, 5), 6)",19,0,reaction_0,USPTO_ozonolysis,train
"COC1=CC=C(COC(C(C)(C)COS(=O)(=O)CCCCl)[CH:1]=[CH2:2])C=C1.CSC.ClCCl.O.[O-:3][O+:4]=[O:5]|(3, 1);((1, 2), 5);((5, 4), 4)",20,4,reaction_8,USPTO_ozonolysis,train
"COC1=CC=C(COC(C(C)(C)COS(=O)(=O)CCCCl)[CH:1]2[CH2:2][O:3][O:4][O:5]2)C=C1.CSC.ClCCl.O|(5, 1);((1, 2), 3);((3, 4), 4)",20,3,reaction_8,USPTO_ozonolysis,train
"COC1=CC=C(COC(C(C)(C)COS(=O)(=O)CCCCl)[CH:3]=[O+:4][O-:5])C=C1.CSC.ClCCl.O.[CH2:1]=[O:2]|(5, 1);((1, 2), 3);((3, 4), 4)",20,2,reaction_8,USPTO_ozonolysis,train
